publication,author,date,year,month,day,reason,state_arc
Man Up! 367 Classic Skills for the Modern Guy,Paul O'Donnell,2011-07-05 00:00:00,2011,7.0,5,DOC 309.04 (4) c.8.b.d,wi
Manga: The Monster Bood of Manga Girls,Edited by Ikari Studi,2017-08-25 00:00:00,2017,8.0,25,DOC 309.04 4 (c) 8 a. Drawings include full frontal nudity of teenage and prepubescent girls,wi
Manhood: The Bare Reality,Laura Dodsworth,,,,,DOC 309.04 4 (c) 8 a Is pornography.   full frontal nudity,wi
Manual for the Freeman Volume V Allodial and Patent Land Status,Constitutional Law Research Trust,,,,,DOC 309.04 4 (c) 8 b.  Sovereign Citizen material.  b. Poses a threat to the security,wi
Manuel Alvarez Bravo: 55,Amanda Hopkinson,2007-03-01 00:00:00,2007,3.0,1,309.02 (16) Nudity,wi
Marathon Sex, Sonia Borg,2017-06-21 00:00:00,2017,6.0,21,"DOC 309.04 4 (c) 8 a. Pictures of sex acts, male genitalia.  ",wi
"Marc Lawrence's Playbook, The Handicapper's Bible",,,,,,309.05 promotes gambling,wi
The Marijuana Chronicles,Jonathan Santlofer,,,,,DOC 309.04 4 (c) 8 c. c. poses a threat,wi
Marijuana Horticulture Fundamentals: A Comprehensive Guide to Cannabis Cultivation and Hashish Production,"Trichome Technologies, K",,,,,"DOC 309.04 4 (c) 8 b, d. b. Poses a threat to the security",wi
Marked For Life  A Gallery of Tattoo Art ,Steve Bonge,,,,,309.00.50 - Pornography,wi
Marquis D.A.F. De Sade,George Bataille,2013-01-03 00:00:00,2013,1.0,3,"DAI 309.04(4)(c)8a.c. advocates Rape, Torture",wi
Married to da Streets,Silk White,2015-02-10 00:00:00,2015,2.0,10,"DOC 309.04 4 (c) 8 c, 10.  Promotes Gangs, violence, killing.",wi
Martial Artist's Book of Yoga,Lily Chou & Kathe Rothacher,,,,,teaches martial arts techniques 309.05 2.b.1.4.,wi
MARTIAL ARTS FOR DUMMIES,,2014-04-23 00:00:00,2014,4.0,23,309.05.01 J. (3) Teach or Advocate behavior that violates DOC rules,wi
The Martial Way and Its Virtues,F.J.CHU,2017-10-09 00:00:00,2017,10.0,9,"DOC 309.04 4 (c) 8 b, c.  b. Poses a threat to the security",wi
Masamune-kun’s Revenge 4: Tan Lines and Tantrums,Hazuki Takeoka,2017-08-30 00:00:00,2017,8.0,30,"DOC 309.04 4 (c) 8 a.  Teenage nudity, sexual themes",wi
Masamune-kun’s Reven 5: Masamune Has a Rival,Hazuki Takeoka,2017-08-30 00:00:00,2017,8.0,30,"DOC 309.04 4 (c) 8 a.  Teenage nudity, sexual themes",wi
"The Masquerade, Volumes 1, 2 and 3","Rafael Nieves, editied by Joe Gentile",,,,,,wi
Master \ Slave,N. T. Morley,2006-10-17 00:00:00,2006,10.0,17,Porn: Rick Phillips,wi
Master Photographers,Roberto Koch,2016-03-18 00:00:00,2016,3.0,18,DOC 309.04 4 (c) 8 a.  Numerous photos of full nudity ,wi
Mastering the Art of Long Range Shooting,Wayne Van Zwoll,2015-01-22 00:00:00,2015,1.0,22,DOC 309.05 2 (b) 3.  3. Teach or describe the manufacture or use of weapons,wi
MASTERING LOCKSMITHING,"Phillips, Bill",2011-02-09 00:00:00,2011,2.0,9,309.05.01 J. (3) Teach or Advocate behavior that violates DOC rules,wi
Masters and Legends of Fantasy Art ,Editors of ImagineFX Magazine,,,,,DOC 309.04 4 (c) 8 a.  Is pornography,wi
Maximum Security: Inside Stories From The World's Toughest Prisons,Karen Farrington,2010-05-26 00:00:00,2010,5.0,26,"DOC 309.04(4)(c)8. b.c., 10",wi
Mayo Chiki,Hajime Asano  ,2017-07-27 00:00:00,2017,7.0,27,DOC 309.04 4 (c) 8 a. Features nudity and depicting sex acts in cartoon form.  ,wi
McGraw-Hill Nurse’s Drug Handbook 7th Edition ,Patricia Dwyer Schull ,2017-10-19 00:00:00,2017,10.0,19,"DOC 309.04 4 (c) 8 b, c.  b. Poses a threat to the security",wi
Mechanisms & Mechanical Devices Sourcebook,Neil Sclater,2014-12-12 00:00:00,2014,12.0,12,"309.05 2 (b) 3. May not teach or describe the manufacture or use of weapons, ",wi
Medicinal Powers of Cannabis ,John Hicks M.D. ,,,,,DOC 309.05 2 (b) 3.  3. Teach or describe the manufacture or use of intoxicating substances.,wi
Meditative Paradigms of Dejdr,Thule Publications ,,,,,White separatist material,wi
Meet me There: Normal Sex & Home in Three Days. Don’t wash.,Samuel Ace/Linda Smukler,,,,,Per Brian Foster,wi
Mein Kampf (with pictures),Adolph Hitler,,,,,per security chief - includes graphic pictures,wi
Men I Might Have Known,Brad Saunders,2016-11-02 00:00:00,2016,11.0,2,"DOC 309.04 4 (c) 8 a.  Themes of S & M, adult/minor sex",wi
Men in Love ,Nancy Friday,,,,,DOC 309.05 (2)(b)(2) deals w/sexual acts that are against the law ,wi
Men Women and Children ,Chang Kultgen,2016-06-02 00:00:00,2016,6.0,2,"DOC 309.04 4 (c) 8 a, c.  Describes in great detail minors engaging in sexual activity.",wi
Mercenary,Ice Money,,,,,"DOC 309.04 4 (c) 8 b, c.  glorifies gangs, drugs, and provides a “how to” on processes ",wi
Mermaid Son Desires of the Deep,,2017-07-27 00:00:00,2017,7.0,27,DOC 309.04 4 (c) 8 a. Nudity,wi
A Mermaid's Ransom,Joey W Hill,2015-01-20 00:00:00,2015,1.0,20,"DOC 309.04 4 (c) 8 a. Depicts rape, sex between ""merangels",wi
The Mexican Mafia,Tony Rafael,2014-06-05 00:00:00,2014,6.0,5,DOC 309.05 (2)(b)(2): it advocates/glamorizes illegal activities.,wi
Microsoft Office 2010 for dummies,Wallace Wang,,,,,DOC 309.04 4 (c) 8 b. b. Gives substantial information on how to work one’s way through our computer use platform,wi
Midara ,Yumisuke Kotoyoshi ,2009-10-05 00:00:00,2009,10.0,5,DOC 309.04 (4) c. 8.a. Depicts Human Sexual behavior.,wi
The Might Is Right on Survival of the Fittest,Ragnar Redbeard,,,,,309.04(4)c 8.b.,wi
Miley Ray Cyrus: The Little Girl Who Grew Into a Woman,Marlow Martin,2021-05-07 00:00:00,2021,5.0,7,allowed per Mike Saunders   309.00.50,wi
Military Strategy ,Antulio J. Echeverria,,,,,"DOC 309.04 4 (c) 8 b, c.  Teaches and advocates subjects as: ""Targeted Killings""",wi
Millennium III,Luis Royo,,,,,DOC 309.04 4 (c) 8 a.  Is Pornography.,wi
"Millionaire Prisoner, The","Joshua Kruger , Mike Enemigo",2022-01-21 00:00:00,2022,1.0,21,"per Mike Saunders 
309.05
1. Teach or advocate violence or hatred and present a danger to institutional security and order.
2. Teach or advocate behavior that violates the law of the state or the United States or the rules of the department.",wi
Mind Assassins: The Dark Art of Asian Masters,Dr. HaHa Lung,2010-05-04 00:00:00,2010,5.0,4,"309.05(2) (b)1,4",wi
Mind Control-The Ancient Art of Psychological Warfare,Dr. HaHa Lund,2015-08-28 00:00:00,2015,8.0,28,"DOC 309.04 4 (c) 8 b, c, 9.  b. Poses a threat to the security",wi
Mind Warrior - Strategies for Total Mental Domination,Dr. Haha Lung with Christopher Prowant,2014-08-04 00:00:00,2014,8.0,4,"309.05(2) (b)1 and 4. , and 309.04(4)(c)8.b. ",wi
Mindful Occupation: Rising Up Without Burning Out,Erik Ruln,,,,,309.05,wi
MIRROR MAN: THE ADVENTURES OF THE ROVING SENSUALIST,"Virdell, Paul",2009-07-24 00:00:00,2009,7.0,24,"309.04 (4), (c) 5, concerns activity & 8 is injurious (a) Is pornographic ",wi
Miss  ,Sadie Blackeyes,,,,,meets definition of pornagraphy,wi
Miss America,Howard Stern,,,,,DOC 309.04 4 (c) 8 a.  Is Pornography.,wi
Missionary No More,Zane,,,,,,wi
Misty Copeland,Gregg Delman,,,,,309.00.50 - Pornography,wi
Mitch O'Connell Tattoos,Mitch O'Connell,,,,,309.04 (8) (4) (c) (a). ,wi
Mixed Martial Arts The book of Knowledge,Glen Cordoza and Eric Krauss,2012-06-15 00:00:00,2012,6.0,15,"DOC 309.05 (2)(b)2,4 teaches fighting techniques",wi
Modern Kama Sutra: The Ultimate Guide to Secrets of Erotic Pleasure,Kamini & Kirk Thomas,,,,,DOC 309.04 4 (c) 8 a. Nudity and sex acts.,wi
Modern Survival: How to Cope When Everything Falls Apart,Barry Davies,2014-10-10 00:00:00,2014,10.0,10,"DOC 309.04 4 (c) 8 b, c. Teaches survival and self-defense ",wi
"Modern Witch's Spellbook, Book 1: Casting Spells, Working Charm and Love Magic",Sara Lyddon Morrison,2006-04-28 00:00:00,2006,4.0,28,"details evil curses & spells, including agony, maim and death",wi
Mobile Phones and Tablets Repairs,Chukky Oparandu,,,,,DOC 309.04 4 (c) 8 b.  b. Poses a threat to the security,wi
Money Devils 1,Ashley & JaQuavis,,,,,Gang violence and murder,wi
Money Makes Me Cum,Ernest Morris,,,,,309.05 (b) 1. 2.,wi
The Money Manual,Mike Enemigo,,,,,per Brian Foster,wi
MONKEY MOVEMENT,Sifu Brian Kuttel,,,,,"309.05
b. Poses a threat to the security, orderly operation, discipline or safety of the institution.
All others are allowed.",wi
MONSTER BOOK OF MANGA: GIRLS,,2014-04-23 00:00:00,2014,4.0,23,"309.05.01 J., (1): Pornography",wi
Monster Girl Encyclopedia Vol. 1,Kenkou Cross,,,,,per Brian Foster,wi
Monster Massacre II,Editor Dave Elliott,2017-05-09 00:00:00,2017,5.0,9,DOC 309.04 4(c) 8 a. Extensive frontal female nudity ,wi
Monster Musume,Okayado,2014-07-07 00:00:00,2014,7.0,7,Features Nudity 309.04 (4)(8) a. c.,wi
Monster Musume 1 I Love Monster Girls,Okayado,2017-07-27 00:00:00,2017,7.0,27,DOC 309.04 4 (c) 8 a. Features nudity and depicting sex acts in cartoon form.  ,wi
Monster Musume 2 I Love Monster Girls,Okayado,2017-07-27 00:00:00,2017,7.0,27,DOC 309.04 4 (c) 8 a. Features nudity and depicting sex acts in cartoon form.  ,wi
"Monster Musume books 7, 8 and 9 ",Okayado,,,,,DOC 309.04 4 (c) 8 a. Features nudity and depicting sex acts in cartoon form.  ,wi
Monster Musume Volume 15,Okayado,,,,,per Brian Foster  Nudity,wi
Moon Lake Vol.1,Dan Fogler,2015-07-03 00:00:00,2015,7.0,3,DOC 309.04 4 (c) 8 a.  Depicts nudity and sex acts ,wi
More Forbidden Knowledge,Matt Forbeck,2010-02-04 00:00:00,2010,2.0,4,"Denied 309.0(4) c. 8. b (how to get out of handcuffs)
",wi
More Nudes + Issue Number 48,Ashley Wood,2009-02-12 00:00:00,2009,2.0,12,Features Nudity 309.04 (4)(8) a. c.,wi
More Than Friends #1,Aria Grace,2015-01-06 00:00:00,2015,1.0,6,DOC 309.04 4 (c) 8 a.  Graphic descriptions of anal sex.,wi
More Winsome Warriors,Alwyn Coates,2012-04-25 00:00:00,2012,4.0,25,Denied for 309.04(4)C.8.A,wi
Most Outrageous: Trials...Dwayne Tinsley & Chester the Molester,Bob Levin,,,,,"DOC 309.04 4 (c) 8 a, c.  a. Pornography.  c. Is inconsistent with or poses a threat to the safety",wi
Mosby’s Medical Dictionary 10th Edition,Elsevier  ,2018-01-22 00:00:00,2018,1.0,22,"DOC 309.04 4 (c) 8 b, c.  Medical book for medical professionals, not inmates.  ",wi
Moth to a Flame,Ashley Antoinette,,,,,DOC 309.05 (2)(b)(2): details sex that is against the law,wi
A Mother's Guilt,,,,,,DOC 309.04 4 (c) 8 a. Is Pornography. depict incest in great detail.,wi
MOVING ON: THE ART OF STEVE HANKES,"Hankes, Steve",2012-02-07 00:00:00,2012,2.0,7,"309.05.01 J., (1): Pornography",wi
MUERTE,Mike Giant,2016-06-17 00:00:00,2016,6.0,17,DOC 309.04 4 (c 8 a.  Features full frontal nudity ,wi
Murcielago 01 ,Yoshi Murakana,,,,,"DOC 309.04 4 (c) 8 a. Nudity, cartoon depictions of teenage girls engaging in cunnilingus. ",wi
Murder to Excellence:Growth & Development for the Millennial Generation,Wallace Gator Bradley,,,,,309.05(1)(b)1.4. - Are injurious as defined in s. DOC 309.04(4)(c )8.,wi
Murderville,Ashley and JaQuavis ,2015-09-11 00:00:00,2015,9.0,11,"DOC 309.04 4 (c) 8 b, c.  b. Poses a threat to the security",wi
Murderville 2,Ashley and JaQuavis ,2015-09-11 00:00:00,2015,9.0,11,"DOC 309.04 4 (c) 8 b, c. b. Poses a threat to the security",wi
Murderville 3,Ashley and JaQuavis ,2015-09-11 00:00:00,2015,9.0,11,"DOC 309.04 4 (c) 8 b, c.  Also features corrupt ",wi
Muscle Men Rock Hard Gay Erotica,Richard Labonte,2012-03-19 00:00:00,2012,3.0,19,Human Sexual behavior. DOC 309.04(4)c.8.a.,wi
Mushoku Tensei: Jobless Recreation 1,Rifujih Na Magonote,2017-11-13 00:00:00,2017,11.0,13,DOC 309.04 4 (c) 8 a.  Depicts teenage and prepubescent sexuality as well as frontal nudity and sex acts,wi
Mushoku Tensei: Jobless Reincarnation 3,Rifujin Na Magonote,,,,,"DOC 309.04 4 (c) 8 a.  Depicts overt teenage sexuality and themes, nudity.",wi
My Awakening,David Duke,2007-08-14 00:00:00,2007,8.0,14,promotes white supremacy,wi
My Blood Life: The Making of a Latin King,Reymundo Sanchez,2006-04-14 00:00:00,2006,4.0,14,STG,wi
My Favorite Thing is Monsters,Emily Ferris,,,,,DOC 309.04 4 (c) 8  a. Is pornography,wi
My Secret Garden: Women's Sexual Fantasies,Nancy Friday,,,,,DOC309.02 (16)(5c)(2) (Reconsidered) 309.05 (2).,wi
My Secret Life,James Kincaid Perversion ,2015-04-21 00:00:00,2015,4.0,21,DOC 309.04 4 (c) 8 a. Depicts incest and other sexual proclivities,wi
The Mystery Traditions,James Wasserman,2016-08-05 00:00:00,2016,8.0,5,DOC 309.04 4 (c) 8 a.has many images of naked children and numerous depictions of sexual relations   ,wi
The Mystic Arts of the Ninja,Stephen K. Hayes,2008-11-18 00:00:00,2008,11.0,18,"309.05 (2) b. 3,4,5",wi
Mythical and Spiritual Tattoo Design Directory,Russ Thorne,2015-04-21 00:00:00,2015,4.0,21,DOC 309.04 4 (c) 8 b. Poses a threat to the security,wi
The Naked Truth,Wakeel Allah,2015-04-16 00:00:00,2015,4.0,16,per STG Agency Trainers,wi
Naked Vinyl Classic Nude Album Cover Art,Tim O'Brien & Mike Savage,,,,,309.02 (14) features nudity,wi
NarcoNomics: How to run a drug cartel,Tom Wainwright,2016-09-06 00:00:00,2016,9.0,6,"DOC 309.04 4 (c) 8 b, c.  b. Poses a threat to the security",wi
National Lampoon's Big book of Sex/Love,"Scott Rubin, Sean Crespo and Mason Brown ",,,,,Features Nudity. 309.04(4)(8)(A)(C),wi
Native American Survival Skills,W. Ben Hunt,2016-02-17 00:00:00,2016,2.0,17,DOC 309.05 2 (b) 3.  3. Teach or describe the manufacture or use of weapons,wi
The Natural,Richard LaRuina,,,,,DOC 309.04 (4)(c)(11),wi
Natural Born Ryderz,Ty Robinson,,,,,"DOC 309.04 4 (c) 8 b, c. b. Poses a threat to the security, orderly operation, discipline or safety of the institution. c. Is inconsistent with or poses a threat to the safety, treatment or rehabilitative goals of an inmate.",wi
Naturally Sexy,Michael White,2014-07-02 00:00:00,2014,7.0,2,per DAI 309.00.50 (1) (a) (c) (3).,wi
Nature’s Eternal Religion,Ben KlassenP.M.E,2017-10-09 00:00:00,2017,10.0,9,"DOC 309.04 4 (c) 8 b, c.  b. Poses a threat to the security",wi
Naughty,Aishling Morgan,2015-04-21 00:00:00,2015,4.0,21,"DOC 309.04 4 (c) 8 a. bondage, nudity",wi
The Naughty Bits,Joey W Hill,2006-06-16 00:00:00,2006,6.0,16,publication contains excerpts that include bestiality and necrophilia. Publication is appropriately denied in accordance w/ DOC 309.05 (2)(b) 2.,wi
Naughty Dots,Fair Winds Press,,,,,"DOC 309.04 4 (c) 8 a. pornography. When completed, the dots transform into sex positions and book includes depictions of said positions in fairly graphic detail.",wi
Naughty Housewives 2,Ernest Morris,,,,,"309.05
2. Teach or advocate behavior that violates the law of the state or the United States or the rules of the department.",wi
Naughty Wives 1,Rumi Matsunami,2017-06-21 00:00:00,2017,6.0,21,"DOC 309.04 4 (c) 8 a.  Nudity, sexual depictions.",wi
NBM 2006 Graphic Novels (Spring Catalog),,,,,,Nudity,wi
Necromance: Intimate Portrayals of Death,Leilah Wendell,2015-10-30 00:00:00,2015,10.0,30,DOC 309.04 4 (c) 8 a.  For content and pictures.,wi
The Necromantic Ritual Book,Leilah Wendel ,2009-04-07 00:00:00,2009,4.0,7,"DOC 309.04 (4) c.8.c. Ritual for having sex with dead on pages 38, 39, 46, 47",wi
Necronomico,Donald Tyson,2006-11-28 00:00:00,2006,11.0,28,satanic rituals and cannibalism,wi
Nefarious ,T. Styles ,,,,,DOC 309.04 4 (c) 8 a. Is pornography,wi
NEGIMA! 1,Ken Akamatsu,,,,,"DOC 309.04 4 (c) 8 a. Nudity, teenage sexuality overtones depicted.  ",wi
NEGIMA! 2,Ken Akamatsu,,,,,"DOC 309.04 4 (c) 8 a. Nudity, teenage sexuality overtones depicted.  ",wi
NEGIMA! 3 ,Ken Akamatsu,,,,,"DOC 309.04 4 (c) 8 a. Nudity, teenage sexuality overtones depicted.  ",wi
NEGIMA! 4,Ken Akamatsu,,,,,"DOC 309.04 4 (c) 8 a. Nudity, teenage sexuality overtones depicted.  ",wi
NEGIMA! 5,Ken Akamatsu,,,,,"DOC 309.04 4 (c) 8 a. Nudity, teenage sexuality overtones depicted.  ",wi
NEGIMA! 6,Ken Akamatsu,,,,,"DOC 309.04 4 (c) 8 a. Nudity, teenage sexuality overtones depicted.  ",wi
NEGIMA! 7,Ken Akamatsu,,,,,"DOC 309.04 4 (c) 8 a. Nudity, teenage sexuality overtones depicted.  ",wi
NEGIMA! 8,Ken Akamatsu,,,,,"DOC 309.04 4 (c) 8 a. Nudity, teenage sexuality overtones depicted.  ",wi
NEGIMA! 9,Ken Akamatsu,,,,,"DOC 309.04 4 (c) 8 a. Nudity, teenage sexuality overtones depicted.  ",wi
NEGIMA! 28,Ken Akamatsu,,,,,"DOC 309.04 4 (c) 8 a. Nudity, teenage sexuality overtones depicted.  ",wi
NEGIMA! 29,Ken Akamatsu,,,,,"DOC 309.04 4 (c) 8 a. Nudity, teenage sexuality overtones depicted.  ",wi
NEGIMA! 30,Ken Akamatsu,,,,,"DOC 309.04 4 (c) 8 a. Nudity, teenage sexuality overtones depicted.  ",wi
NEGIMA! 31,Ken Akamatsu,,,,,"DOC 309.04 4 (c) 8 a. Nudity, teenage sexuality overtones depicted.  ",wi
NEGIMA! 32,Ken Akamatsu,,,,,"DOC 309.04 4 (c) 8 a. Nudity, teenage sexuality overtones depicted.  ",wi
NEGIMA! 33,Ken Akamatsu,,,,,"DOC 309.04 4 (c) 8 a. Nudity, teenage sexuality overtones depicted.  ",wi
NEGIMA! 34,Ken Akamatsu,,,,,"DOC 309.04 4 (c) 8 a. Nudity, teenage sexuality overtones depicted.  ",wi
Networking for Dummies,Doug Lowe,2012-04-05 00:00:00,2012,4.0,5,DOC 309.04 (4) C.8.b.,wi
Next Door Nympho,C.J. Hudson,,,,,DOC 309.04 (4) c 8 c,wi
Next Door Nympho 2,C.J. Hudson,,,,,DOC 309.04 (4) c 8 c,wi
The New American Pin-Up: Tattooed and Pierced,Brian Johnson and Valerie Stanton,2012-03-19 00:00:00,2012,3.0,19,Features nudity. DOC 309.04(4)c.8.a.,wi
The New Joy of Sex,Alex Comfort M.D. D.SC,2011-05-19 00:00:00,2011,5.0,19,"Denied for 309.04(4) C.8.A.C. nudity, sexual acts",wi
New to the Game,Malik D. Rice,,,,,DOC 309.04 4 (c ) 8b. B. Poses a threat to the security,wi
New to the Game 3 Dysfunctional Family,Malik D. Rice,,,,,DOC 309.05 1. 2.,wi
New to the Game Bullets and Pain,Malik D. Rice,,,,,DOC 309.04 4 (c ) 8b. B. Poses a threat to the security,wi
A NEW VIEW OF A WOMAN'S BODY,"Gage, Suzann",2011-11-28 00:00:00,2011,11.0,28,"RE-REVIEWED 4/23/14 309.05.01 J., (1): Pornography",wi
The New Weapons of the World Encyclopedia,St. Martins Griffin,2010-11-04 00:00:00,2010,11.0,4,"Chemical, nuclear and biological weapons denied for 309.05(2)(B)(3)(4)(5) and 309.04(4)(C)8.c.",wi
The New Works & Visions of Dorian Cleavenger,Dorian Cleavenger,,,,,DOC 309.04 4 (c) 8 a. Numerous depictions of nudity,wi
New York Burlesque,Photographs by Roy Kemp,,,,,309.00.50,wi
Next Door Nympho,C.J. Hudson,2014-08-14 00:00:00,2014,8.0,14,DOC 309.04 8 (a) (c). Glamorizes rape.,wi
"Nice Girls, Naughty Sex",Jordan LaRousse & Samantha Sade,2014-10-10 00:00:00,2014,10.0,10,DOC 309.04 4 (c) 8 a. Depicts sex with minor.,wi
The Night Club,NT Morley,2009-03-17 00:00:00,2009,3.0,17,sexual slavery/Rape/bondage/torture DOC 309.04. C.8.,wi
Nightsong – Vampire Women of the Crimson Eternal,"Various, Sal Quartuccio, Arantza and Rich Larson ",,,,,Denied per DOC 309.04 (4) (c) 8,wi
Nina Hartley's Guide to Total Sex,Nina Hartley,,,,,DOC 309.04 4 (c) 8 a. Pornography,wi
NINE HALLS OF DEATH,"Lung, Haha",2012-01-12 00:00:00,2012,1.0,12,309.05.01 J. (3) Teach or Advocate behavior that violates DOC rules,wi
Ninja Secrets of Invisibility ,Ashida Kim,2016-11-23 00:00:00,2016,11.0,23,"DOC 309.04 4 (c) 8 b, c.  b. Poses a threat to the security",wi
Ninja Shadowhand: The Art of Invisibility,Dr. Haha Lung & Christopher Prowant,2010-02-04 00:00:00,2010,2.0,4,Teaches martial art techniques. Denied for 309.05(2)(B)(1)(4). ,wi
Ninja Skills: The Authentic Ninja Training Manual,Anthony Cummins,,,,,"DOC 309.04 4 (c) 8 b, c.  b. Poses a threat to the security",wi
Ninja Wilderness Survival Guide: Surviving Extreme Outdoor Situations,Hakim Isler,,,,,"309.05
(b) Inmates may not receive publications that:
1. Teach or advocate violence or hatred and present a danger to institutional security and order.

Would aide in escape.",wi
Ninjutsu The Art of Invisibility,Don F. Draeger,2011-03-04 00:00:00,2011,3.0,4,Teaches martial art techniques and weapons. Denied for 309.05(2)(B)(1)(4). ,wi
No Angel,Jay Dobyns and Nils Johnson-Shelton,,,,,"DOC 309.04 4 (c) 8 b, c.  b. Poses a threat to the security",wi
No Game No Life Please ,Kazuya Yuisaki,,,,,DOC 309.04 4 (c 8 a Is pornography.  Depicts pubescent girls in sexual situations with nudity,wi
No God No Masters: An Anthology of Anarchism Book 2,Daniel Guerin,2021-08-06 00:00:00,2021,8.0,6,,wi
No Holds Barred: The Essential Submissions,Mark Hatmaker,,,,,DOC 309.05(2)(b)(4) fighting techniques,wi
No Inclination,Tania Hagan,,,,,per Larry Fuchs (see email),wi
Noble Drew Ali Exhuming a Nation,Elihu N. Pleasant-Bey,2016-03-30 00:00:00,2016,3.0,30,DOC 309.05 2 (b) 2.  2. Encourages sovereign citizen ideals,wi
Not Your Phocking Motivational Coach ,Kali DuBois,,,,,"DOC 309.04 4 (c) 8 a, c.  a.  Is pornography  ",wi
