AvyYear,YYYY,MM,DD,Location,Trigger,D Size,Setting,State,lat,lon,PrimaryActivity,TravelMode,Killed,Description,Date
2014,2014,3,4,"Diablo Ridge, Pt. 12,505, approx. 1 mile W of Conejos Peak",,,BC,CO,37.29154,-106.56876,Ski Patroller,Ski,1,"1 snowmobiler fully buried, missing and presumed dead",3/4/14
2014,2014,2,28,"Mount Jumbo, Missoula",,,TN,MT,46.8785,-113.95603,Resident,Foot,1,"1 snowplayer and 2 residents caught and buried, 1 resident killed",2/28/14
2014,2014,2,22,"Troy, West Cabinet Mountain Range",,,BC,MT,48.24066,-116.0307,Snowmobiler,Snowmobile,1,"2 snowmobilers caught, 1 partly buried and 1 buried and killed",2/22/14
2014,2014,2,18,Near Togwotee Pass,,,BC,WY,43.75188,-110.06799,Snowmobiler,Snowmobile,1,"1 snowmobiler caught, buried, and killed",2/18/14
2014,2014,2,16,"Frenchman Creek, northwest of Galena Summit",,,BC,ID,43.87049,-114.71289,Snowmobiler,Foot,1,"4 snowmobilers caught and buried, 1 killed",2/16/14
2014,2014,2,15,"Star Mountain, near Twin Lakes",,,BC,CO,39.0601,-106.52531,Backcountry Tourer,Ski,2,"5 skiers caught, 3 injured, 2 killed",2/15/14
2014,2014,2,11,"SW face of Cornucopia Peak, Wallowa Mountains",,,BC,OR,45.04927,-117.24747,Human-powered Guide Client,Ski,2,"5 backcountry skiers caught, 1 uninjured, 2 injured, 2 killed",2/11/14
2014,2014,2,10,"North Fork Swan River, south of Keystone Ski Area",,,BC,CO,39.54231,-105.90649,Sidecountry Rider,Ski,1,"2 skiers caught, 1 partially buried, 1 buried and killed",2/10/14
2014,2014,2,10,Left Fork Huntington Creek,,,BC,UT,39.58532,-111.26644,Snowmobiler,Snowmobile,1,"1 snowmobiler caught, buried, and killed",2/10/14
2014,2014,2,10,"Near Kebler Pass, west of Crested Butte",,,BC,CO,38.85159,-107.0978,Snowmobiler,Snowmobile,1,"2 snowmobilers caught, 1 partially buried, 1 buried and killed",2/10/14
2014,2014,2,8,Near Tibble Fork Reservoir,,,BC,UT,40.48077,-111.64719,Snowplayer,Snowshoe,1,"1 snowshoer caught, buried, and killed",2/8/14
2014,2014,1,18,"Lewis Peak, Cascades north of Stevens Pass",,,BC,WA,48.00566,-121.46261,Climber,Foot,1,"2 skiers caught, 1 partially buried, 1 buried and killed",1/18/14
2014,2014,1,7,"East Vail, backcountry southeast of Vail Ski Area",,,BC,CO,39.60126,-106.30123,Sidecountry Rider,Ski,1,"4 riders caught, 1 injured, 1 killed",1/7/14
2014,2014,1,1,"Onion Basin, northern Gallatin Range",,,BC,MT,45.28914,-111.39776,Snowmobiler,Snowmobile,1,"2 snowmobilers caught, 1 buried and killed",1/1/14
2014,2013,12,31,"Parkview Mountain, west of Willow Creek Pass",,,BC,CO,40.34187,-106.11978,Backcountry Tourer,Snowboard,1,One backcountry traveler buried and killed,12/31/13
2014,2013,12,26,"Pucker Face, near Jackson Hole Mountain Resort",,,BC,WY,43.55509,-110.83933,Sidecountry Rider,Ski,1,"One skier caught, buried, and killed",12/26/13
2014,2013,12,26,"Neely's, Palisades Peak",,,BC,ID,43.44151,-111.08833,Snowmobiler,Snowmobile,1,"One snowmobiler, caught, buried and killed",12/26/13
2013,2013,4,20,"Sheep Creek, north of Loveland Pass",,,BC,CO,39.6789,-105.86839,Backcountry Tourer,Snowboard,5,"6 backcountry tourers caught, 1 partially buried, 5 buried and killed",4/20/13
2013,2013,4,18,"Ptarmigan Hill, near Vail Pass",,,BC,CO,39.49593,-106.26114,Hybrid Rider,Snowboard,1,1 snowboarder caught and killed,4/18/13
2013,2013,4,13,"Red Mountain, near Snoqualmie Pass",,,BC,WA,47.4556,-121.38923,Hiker,Snowshoe,1,1 snowboarder caught and killed,4/13/13
2013,2013,4,13,Granite Mountain near Snoqualmie Pass,,,BC,WA,47.41624,-121.48046,Hiker,Snowshoe,1,"Three climbers caught, two injured, one buried and killed",4/13/13
2013,2013,4,11,"Kessler Peak, Big Cottonwood Canyon",,,BC,UT,40.629,-111.666412,Highway Personnel,Ski,1,1 skier caught and killed,4/11/13
2013,2013,3,17,"Ypsilon Mountain, Rocky Mountain National Park",,,BC,CO,40.45562,-105.67725,Climber,Foot,1,"2 climbers caught, 2 injured, 1 killed",3/17/13
2013,2013,3,3,"Takhinsha Mountains, southwest of Haines",,,BC,AK,59.23428,-135.44838,Mechanized Guiding Client,Snowboard,1,"4 heliskiers caught in cornice fall, 2 injured, 1 killed",3/3/13
2013,2013,3,2,"Nokhu Crags, Never Summer Mountains",,,BC,CO,40.49092,-105.89048,Backcountry Tourer,Ski,1,"2 skiers caught, 1 partially buried-critical and injured, 1 buried and killed",3/2/13
2013,2013,3,1,"Prospectors Mountain, Grand Teton National Park",,,BC,WY,43.6562,-110.83179,Backcountry Tourer,Ski,1,1 ski mountaineer caught and killed,3/1/13
2013,2013,3,1,"Huntington Ravine, Mount Washington",,,BC,NH,44.27458,-71.28565,Climber,Foot,1,1 climber caught and killed,3/1/13
2013,2013,3,1,"12 Mile Canyon, Manti Skyline",,,BC,UT,39.0436,-111.519,Snowmobiler,Snowmobile,1,"1 snowmobiler caught, buried, and killed",3/1/13
2013,2013,2,2,"Cement Creek, near Silverton",,,BC,CO,37.89819,-107.65301,Backcountry Tourer,Ski,1,"3 skiers caught, 1 buried and killed, 1 partially buried, 1 injured",2/2/13
2013,2013,1,27,"Survey Peak, Grand Teton National Park",,,BC,WY,44.03701,-110.84518,Backcountry Tourer,Ski,1,1 backcountry tourer caught and killed,1/27/13
2013,2013,1,27,"Clause Creek, southwest of Hoback Canyon",,,BC,WY,43.16087,-110.56993,Backcountry Tourer,Ski,1,1 backcountry tourer caught and killed,1/27/13
2013,2013,1,18,"Mill Hollow, West Fork Duchesne",,,BC,UT,40.48247,-111.03127,Snowmobiler,Foot,2,"3 snowmobilers caught on foot, 2 buried and killed",1/18/13
2013,2013,1,13,"Raspberry Creek, near Marble",,,BC,CO,39.04972,-107.19519,Backcountry Tourer,Ski,1,"1 skier caught, buried, and killed",1/13/13
2013,2012,12,30,"Ships Prow Glades, Snowmass Ski Area",,,SA,CO,39.17266,-106.875,Ski Patroller,Ski,1,1 ski patroller killed,12/30/12
2013,2012,12,24,Donner Ski Ranch,,,SA,CA,39.31763,-120.32956,Inbounds Rider,Snowboard,1,"1 snowboarder caught, buried, and killed",12/24/12
2013,2012,12,24,Alpine Meadows Ski Area,,,SA,CA,39.17845,-120.22751,Ski Patroller,Ski,1,"1 ski patroller caught, buried and killed",12/24/12
2012,2012,6,14,"West Buttress, Denali",,,BC,AK,63.06973,-151.00605,Climber,Foot,4,,6/14/12
2012,2012,3,30,"Ophir Pass, Paradise Basin",,,BC,CO,37.84165,-107.7812,Backcountry Tourer,Ski,1,,3/30/12
2012,2012,3,13,"Takin Ridge, northwest of Haines",,,BC,AK,59.30267,-136.0355,Mechanized Guide,Ski,2,,3/13/12
2012,2012,3,7,"Ranger Peak, Grand Teton National Park",,,BC,WY,43.9293,-110.76279,Backcountry Tourer,Ski,2,,3/7/12
2012,2012,3,3,"Beaver Basin, La Sal Mountains",,,BC,UT,38.53887,-109.20981,Snowmobiler,Snowmobile,1,,3/3/12
2012,2012,3,2,"Forestdale Divide, Carson Pass",,,BC,CA,38.6687,-119.95553,Snowmobiler,Snowmobile,1,,3/2/12
2012,2012,3,1,"Polaris Point, Ward Canyon",,,BC,CA,39.13477,-120.20433,Backcountry Tourer,Ski,1,,3/1/12
2012,2012,2,27,"SE of Grouse Mountain, Togwotee Pass",,,BC,WY,43.70731,-110.22351,Snowmobiler,Snowmobile,1,,2/27/12
2012,2012,2,25,"Skyline Creek, near Marias Pass",,,BC,MT,48.28091,-113.34938,Snowbiker,Snowbike,1,,2/25/12
2012,2012,2,23,"Dutch Draw, Park City Ridgeline",,,BC,UT,40.65124,-111.5917,Sidecountry Rider,Snowboard,1,,2/23/12
2012,2012,2,22,"Daisy Pass Road, north of Cooke City",,,BC,MT,45.03811,-109.94252,Snowmobiler,Snowmobile,1,,2/22/12
2012,2012,2,20,"Lost Johnny drainage, east of Kaispell",,,BC,MT,48.24368,-114.0035,Snowmobiler,Snowmobile,1,,2/20/12
2012,2012,2,19,WAC Bluffs near Aplental Ski Area,,,BC,WA,47.40393,-121.41541,Sidecountry Rider,Snowboard,1,,2/19/12
2012,2012,2,19,"Tunnel Creek, near Stevens Pass",,,BC,WA,47.73107,-121.10229,Sidecountry Rider,Ski,3,,2/19/12
2012,2012,2,16,"Gibbs Creek, near Wolf Creek Pass",,,BC,CO,37.5023,-106.80041,Backcountry Tourer,Ski,1,,2/16/12
2012,2012,2,13,"Contention Fingers, Bear Creek, Telluride",,,BC,CO,37.92179,-107.80952,Sidecountry Rider,Snowboard,1,,2/13/12
2012,2012,2,5,Lost Creek Reservior,,,BC,UT,38.71646,-111.72199,Snowmobiler,Snowmobile,1,,2/5/12
2012,2012,2,1,"Twin Lakes, Swan Range",,,BC,MT,48.1836,-113.94539,Backcountry Tourer,Ski,1,,2/1/12
2012,2012,1,28,"Little Giant, West Kessler, Big Cottonwood Canyon",,,BC,UT,40.62223,-111.66989,Backcountry Tourer,Snowboard,1,,1/28/12
2012,2012,1,22,"Prima Cornice, Vail",,,SA,CO,39.61276,-106.35495,Inbounds Rider,Ski,1,,1/22/12
2012,2012,1,22,"Trestle Trees, Winter Park",,,SA,CO,39.88692,-105.76066,Inbounds Rider,Ski,1,,1/22/12
2012,2012,1,21,"Chedsey Creek, North Park",,,BC,CO,40.56363,-106.64257,Snowmobiler,Snowmobile,1,,1/21/12
2012,2012,1,18,Burnt Mountain near Snowmass Village,,,BC,CO,39.18044,-106.92264,Sidecountry Rider,Ski,1,,1/18/12
2012,2012,1,1,"Phillipsburg, Flint Range, Red Lion",,,BC,MT,46.28812,-113.19969,Snowmobiler,Snowmobile,1,,1/1/12
2012,2011,12,31,"Hayden Creek, south of Cooke City",,,BC,MT,44.98826,-109.9001,Backcountry Tourer,Ski,1,,12/31/11
2012,2011,12,31,"Henderson Mountain, near Cooke City",,,BC,MT,45.05412,-109.92405,Snowmobiler,Snowmobile,1,,12/31/11
2012,2011,11,13,"Gad Valley, Little Cottonwood Canyon",,,BC,UT,40.56899,-111.65284,Backcountry Tourer,Snowboard,1,,11/13/11
2011,2011,5,22,"Mount Frances, Denali National Park",,,BC,AK,62.988611,-151.1625,Climber,Foot,2,,5/22/11
2011,2011,5,21,Torreys Peak,,,BC,CO,39.64473,-105.81825,Backcountry Tourer,Snowboard,1,,5/21/11
2011,2011,4,28,Ruth Gorge,,,BC,AK,0,0,Climber,Foot,1,,4/28/11
2011,2011,4,26,"Split Mountain, south of Bishop",,,BC,CA,37.02093,-118.42155,Backcountry Tourer,Ski,2,,4/26/11
2011,2011,4,18,"Bird Ridge, Chugach State Park",,,BC,AK,0,0,Snowplayer,"Sled, tube, or saucer",1,,4/18/11
2011,2011,4,16,"Garnet Canyon Meadows, Grand Teton National Park",,,BC,WY,0,0,Backcountry Tourer,Foot,2,,4/16/11
2011,2011,4,4,"Highlands Ridge, Desolation Row, Aspen zone",,,BC,CO,39.1341833,-106.8850167,Sidecountry Rider,SKi,1,,4/4/11
2011,2011,3,27,"Back country to the west of Stevens Pass, WA. Backside of Cowboy Mountain",,,BC,WA,0,0,Backcountry Tourer,Snowboard,1,,3/27/11
2011,2011,3,26,"Horsehoe Mountain, Manti Skyline",,,BC,UT,0,0,Backcountry Tourer,Ski,1,,3/26/11
2011,2011,3,19,"Bald Mountain, Hatcher Pass",,,BC,AK,0,0,Backcountry Tourer,Ski,1,,3/19/11
2011,2011,3,5,Mount Cashmere,,,BC,WA,0,0,Backcountry Tourer,Ski,1,,3/5/11
2011,2011,2,22,"East Snowmass Creek Valley, Sand's Chute",,,BC,CO,39.1766667,-106.9752778,Backcountry Tourer,Ski,1,,2/22/11
2011,2011,2,20,Sand Peak-Flat Tops,,,BC,CO,40.1167083,-107.3775583,Snowmobiler,Snowmobile,1,,2/20/11
2011,2011,2,14,"Truman Gulch, Bridger Range",,,BC,MT,45.80933,-110.93343,Backcountry Tourer,Snowboard,1,,2/14/11
2011,2011,2,1,"Red Mountain, Snoqualmie Pass Washington",,,BC,WA,0,0,Backcountry Tourer,Ski,1,,2/1/11
2011,2011,1,17,"""High Trail Cliffs,"" northeast of Berthoud Pass",,,BC,CO,39.80247,-105.76991,Backcountry Tourer,Snowboard,1,,1/17/11
2011,2011,1,8,"Near Hungry Horse Reservoir, east of Kalispell",,,BC,MT,0,0,Snowmobiler,Snowmobile,1,,1/8/11
2011,2010,12,29,20 miles northeast of Calder,,,BC,ID,0,0,Snowmobiler,Snowmobile,1,,12/29/10
2011,2010,12,5,Dry Gulch-East of Eisenhower Tunnel,,,BC,CO,39.7630556,-106.0983333,Backcountry Tourer,Ski,1,,12/5/10
2011,2010,12,4,"Morning Star Peak, north central Washington Cascades",,,BC,WA,0,0,Climber,Foot,1,,12/4/10
2011,2010,11,26,"Cherry Hill, western Uinta Mountains",,,BC,UT,0,0,Snowmobiler,Snowmobile,1,,11/26/10
2011,2010,11,22,"Wolf Creek Pass Ski Area, Glory Hole Point",,,SA,CO,37.4599722,-106.7997778,Ski Patroller,Ski,1,,11/22/10
2010,2010,6,14,"Lolo Peak, west of Missoula, MT",,,BC,MT,0,0,Backcountry Tourer,Ski,1,,6/14/10
2010,2010,6,5,"Ingraham Direct Route, Mount Rainier",,,BC,WA,0,0,Climber,Foot,1,,6/5/10
2010,2010,5,29,"Ruth Gorge, Denali National Park",,,BC,AK,0,0,Climber,Foot,2,,5/29/10
2010,2010,4,14,McAtee Basin south of Big Sky,,,BC,MT,0,0,Snowmobiler,Snowmobile,1,,4/14/10
2010,2010,4,4,Francis Peak northwest of Farmington,,,BC,UT,0,0,Snowmobiler,Snowmobile,1,,4/4/10
2010,2010,4,2,Indian Creek drainage northwest of Alpine,,,BC,WY,0,0,Snowmobiler,Snowmobile,1,,4/2/10
2010,2010,3,30,"Peak 6996 near Marias Pass, Glacier NP",,,BC,MT,0,0,Backcountry Tourer,Snowboard,1,,3/30/10
2010,2010,3,30,"Near Baldy Peak, east of Ridgway",,,BC,CO,38.12291,-107.67303,Climber,Ski,1,,3/30/10
2010,2010,3,30,Near Brundage Mountain,,,BC,ID,0,0,Snowmobiler,Snowmobile,2,,3/30/10
2010,2010,3,27,"Missoula Lake 10 miles SW of Superior, MT",,,BC,MT,0,0,Snowmobiler,Snowmobile,1,,3/27/10
2010,2010,3,19,Southwest of Creede,,,TN,CO,37.74434,-107.10425,Resident,Foot,2,,3/19/10
2010,2010,3,13,"North of Schweitzer Ski Area, Idaho Panhandle",,,BC,ID,0,0,Snowmobiler,Snowmobile,1,,3/13/10
2010,2010,3,12,Near Antora Peak south of Buena Vista,,,BC,CO,38.32872,-106.23696,Snowmobiler,Snowmobile,1,,3/12/10
2010,2010,3,10,"Steep Gully #1, west of Arapahoe Basin Ski Area",,,BC,CO,39.63599,-105.88544,Backcountry Tourer,Snowboard,1,,3/10/10
2010,2010,2,23,Lindley Backcountry Hut south of Aspen,,,BC,CO,39.00458,-106.80244,Backcountry Tourer,Ski,1,,2/23/10
2010,2010,2,21,"South Teton, Grand Teton NP",,,BC,WY,0,0,Backcountry Tourer,Ski,1,,2/21/10
2010,2010,2,13,"South Fork Eagle River, Alaska Three Bowls",,,BC,AK,61.245,-149.438,Backcountry Tourer,Ski,1,,2/13/10
2010,2010,2,13,"Grandview, Placer River Drainage, Chugach NF",,,BC,AK,60.63375,-149.0722,Snowmobiler,Snowmobile,2,,2/13/10
2010,2010,2,11,"Near the Ridgway Hut, San Juan Mountains",,,BC,CO,38.02697,-107.76825,Backcountry Tourer,Ski,1,,2/11/10
2010,2010,2,6,"North Fork of Murphy Creek, Wyoming Range",,,BC,WY,0,0,Snowmobiler,Snowmobile,1,,2/6/10
2010,2010,1,30,Garns Mtn in the Big Hole Range west of Driggs,,,BC,ID,0,0,Snowmobiler,Snowmobile,1,,1/30/10
2010,2010,1,29,"Grandview Pk, Session Mtns east of Bountiful",,,BC,UT,0,0,Snowmobiler,Snowmobile,1,,1/29/10
2010,2010,1,28,"Near Boardman Pass, Soldier Mountains",,,BC,ID,0,0,Snowmobiler,Snowmobile,1,,1/28/10
2010,2010,1,27,Meadows Chutes near Solitude Ski Area,,,BC,UT,0,0,Backcountry Tourer,Ski,1,,1/27/10
2010,2010,1,24,"Hells Canyon, Snowbasin Backcountry",,,BC,UT,0,0,Backcountry Tourer,Ski,1,,1/24/10
2010,2010,1,22,Off trail run in bounds at Sun Valley Ski Resort,,,SA,ID,0,0,Inbounds Rider,Ski,1,,1/22/10
2010,2010,1,6,"Battle Mountain, Vail sidecountry",,,BC,CO,39.5595,-106.34039,Backcountry Tourer,Snowboard,1,,1/6/10
2010,2010,1,6,Jackson Hole Mountain Resort,,,SA,WY,0,0,Ski Patroller,Ski,1,,1/6/10
2010,2010,1,4,Scotch Bonnet Mountain near Cooke City,,,BC,MT,0,0,Snowmobiler,Snowmobile,1,,1/4/10
2010,2010,1,2,Paulina Peak east of La Pine,,,BC,OR,0,0,Snowmobiler,Snowmobile,1,,1/2/10
2010,2009,12,18,Rock Lake west of Cascade,,,BC,ID,0,0,Snowmobiler,Snowmobile,1,,12/18/09
2010,2009,12,10,Hyalite Canyon outside of Bozeman,,,BC,MT,0,0,Climber,Foot,1,,12/10/09
2009,2009,4,18,Thompson Pass,,,BC,AK,0,0,Snowmobiler,Snowmobile,1,,4/18/09
2009,2009,4,5,"Norton Creek, 20 MILES west of Ketchum",,,BC,ID,0,0,Snowmobiler,Snowmobile,1,,4/5/09
2009,2009,3,25,"Johnson Pass, Kenai Peninsula",,,BC,AK,0,0,Snowmobiler,Snowmobile,1,,3/25/09
2009,2009,3,7,"Aneroid Basin, Eagle Cap Wilderness",,,BC,OR,0,0,Backcountry Tourer,Ski,1,,3/7/09
2009,2009,3,6,"Gladiator Ridge, north of Sun Valley",,,BC,ID,0,0,Backcountry Tourer,Ski,1,,3/6/09
2009,2009,3,3,Squaw Valley,,,SA,CA,0,0,Ski Patroller,Ski,1,,3/3/09
2009,2009,2,27,"Indian Peak area, Sanke River Range",,,BC,WY,0,0,Snowmobiler,Snowmobile,3,,2/27/09
2009,2009,2,27,"Trapper Creek, North of Priest Lake",,,BC,ID,0,0,Snowmobiler,Snowmobile,1,,2/27/09
2009,2009,2,21,Maggies Peaks,,,BC,CA,0,0,Backcountry Tourer,Ski,1,,2/21/09
2009,2009,1,17,Hell Roaring drainage South of Mt Jefferson,,,BC,MT,0,0,Snowmobiler,Snowmobile,1,,1/17/09
2009,2009,1,17,Northeast facing slope on Crown Butte,,,BC,MT,0,0,Snowmobiler,Snowmobile,1,,1/17/09
2009,2009,1,17,Black Butte area of the Gravelly Range,,,BC,MT,0,0,Snowmobiler,Snowmobile,1,,1/17/09
2009,2009,1,2,Near Cody,,,BC,WY,0,0,Climber,Foot,1,,1/2/09
2009,2008,12,30,Rockford,,,TN,WA,0,0,Resident,Foot,1,,12/30/08
2009,2008,12,29,"Yamaha Hill, western Uintas",,,BC,UT,0,0,Snowmobiler,Snowmobile,1,,12/29/08
2009,2008,12,28,"Tatie Peak, near Harts Pass",,,BC,WA,0,0,Snowmobiler,Snowmobile,1,,12/28/08
2009,2008,12,28,Brown Bear Basin near Harts Pass,,,BC,WA,0,0,Snowmobiler,Snowmobile,1,,12/28/08
2009,2008,12,27,Jackson Hole,,,SA,WY,0,0,Inbounds Rider,Ski,1,,12/27/08
2009,2008,12,27,"Gravel Mountain, north of Granby",,,BC,CO,40.2676,-105.9995,Snowmobiler,Snowmobile,2,,12/27/08
2009,2008,12,25,Poulsen’s Gully-Squaw Valley Ski Area,,,SA,CA,0,0,Inbounds Rider,Ski,1,,12/25/08
2009,2008,12,24,Logan Peak,,,BC,UT,0,0,Snowmobiler,,2,,12/24/08
2009,2008,12,17,Northwest of Crested Butte,,,BC,CO,38.89737,-107.01826,Backcountry Tourer,Snowboard,1,,12/17/08
2009,2008,12,14,Snowbird Ski Area,,,SA,UT,0,0,Inbounds Rider,Ski,1,,12/14/08
2009,2008,12,14,Near Aspen Ski Area,,,BC,CO,39.13588,-106.8024,Sidecountry Rider,Ski,1,,12/14/08
2008,2008,4,7,Thompson Pass,,,BC,AK,0,0,Hybrid Rider,Foot,1,,4/7/08
2008,2008,3,16,"Sheep Mountain, near Orofino",,,BC,ID,0,0,Snowmobiler,Snowmobile,1,,3/16/08
2008,2008,3,9,"Mount Eyak, Cordova",,,BC,AK,0,0,Backcountry Tourer,Ski,1,,3/9/08
2008,2008,2,15,"Seattle Creek, near Turnigan Pass",,,BC,AK,0,0,Snowmobiler,,2,,2/15/08
2008,2008,2,8,Garden Valley,,,TN,ID,0,0,Resident,Foot,1,,2/8/08
2008,2008,2,1,Little Box Canyon,,,BC,CO,39.79637,-107.65328,Snowmobiler,Snowmobile,1,,2/1/08
2008,2008,1,28,"Tokopah Canyon, Sequoia National Park",,,BC,CA,0,0,Backcountry Tourer,Ski,1,,1/28/08
2008,2008,1,25,Near Mountain High ski resort,,,BC,CA,0,0,Sidecountry Rider,Ski,1,,1/25/08
2008,2008,1,25,Near Mountain High ski resort,,,BC,CA,0,0,Sidecountry Rider,Ski,1,,1/25/08
2008,2008,1,25,Near Mountain High ski resort,,,BC,CA,0,0,Sidecountry Rider,Ski,1,,1/25/08
2008,2008,1,20,"Beehive Basin, near Big Sky",,,BC,MT,0,0,Backcountry Tourer,Ski,1,,1/20/08
2008,2008,1,18,"Huntington Ravine, Mount Washington",,,BC,NH,0,0,Climber,,1,,1/18/08
2008,2008,1,13,"Canyon Creek, near Whitefish Mountain",,,BC,MT,0,0,Sidecountry Rider,Ski,2,,1/13/08
2008,2008,1,12,"King Tut, East Vail backcountry southeast of Vail",,,BC,CO,39.59875,-106.29621,Sidecountry Rider,Ski,1,,1/12/08
2008,2008,1,12,Star Valley,,,BC,WY,0,0,Snowmobiler,Snowmobile,3,,1/12/08
2008,2008,1,10,Blanca Peak,,,BC,CO,37.56332394,-105.503296,Climber,,1,,1/10/08
2008,2008,1,4,Near Mt Pilchuck,,,BC,WA,0,0,Hiker,Foot,1,,1/4/08
2008,2008,1,4,"CDC, East Vail backcountry southeast of Vail",,,BC,CO,39.60277641,-106.298302,Sidecountry Rider,Snowboard,1,,1/4/08
2008,2008,1,3,Fargo,,,TN,ND,0,0,Resident,Foot,1,,1/3/08
2008,2008,1,2,"French Creek, Snowy Range",,,BC,WY,0,0,Snowmobiler,Snowmobile,1,,1/2/08
2008,2008,1,1,"Excelsior Pass area, north of Mount Baker",,,BC,WA,0,0,Snowmobiler,,2,,1/1/08
2008,2007,12,31,"Near Co-op Creek, Western Uintas",,,BC,UT,0,0,Snowmobiler,Snowmobile,1,,12/31/07
2008,2007,12,25,"Superbowl near Windy Ridge, Western Uintas",,,BC,UT,0,0,Snowmobiler,Snowmobile,1,,12/25/07
2008,2007,12,23,The Canyons,,,SA,UT,0,0,Inbounds Rider,Ski,1,,12/23/07
2008,2007,12,18,"Edith Creek, Mount Rainier National Park",,,BC,WA,0,0,Hiker,Snowshoe,1,,12/18/07
2008,2007,12,2,"Union Creek, near Crystal Mountain Resort",,,BC,WA,0,0,Backcountry Tourer,Other,3,,12/2/07
2008,2007,12,2,"Source Lake, near Snoqualmie Pass",,,BC,WA,0,0,Hiker,Snowshoe,2,,12/2/07
2008,2007,12,2,Cameron Pass,,,BC,CO,40.52352047,-105.873138,Hiker,Snowshoe,1,,12/2/07
2007,2007,3,13,Mount Shimer,,,BC,CO,39.10021879,-106.731148,Backcountry Tourer,Snowboard,1,,3/13/07
2007,2007,3,13,Mount Shimer,,,BC,CO,39.10021879,-106.731148,Backcountry Tourer,Ski,1,,3/13/07
2007,2007,3,10,Darby Canyon,,,BC,ID,0,0,Backcountry Tourer,Ski,1,,3/10/07
2007,2007,3,3,Yellow Mountain,,,BC,MT,0,0,Backcountry Tourer,Ski,1,,3/3/07
2007,2007,3,3,"Echo Lake, Mt Evans",,,BC,CO,39.64455,-105.58999,Backcountry Tourer,Snowshoe,1,,3/3/07
2007,2007,2,24,near Crystal Mountain,,,BC,WA,0,0,Sidecountry Rider,Ski,1,,2/24/07
2007,2007,2,20,"Gobbler’s Knob, Wasatch Range",,,BC,UT,0,0,Backcountry Tourer,Ski,1,,2/20/07
2007,2007,2,18,"Hell’s Canyon, near Snowbasin",,,BC,UT,0,0,Sidecountry Rider,Ski,1,,2/18/07
2007,2007,2,17,"Signal Peak, southeast of Richfield",,,BC,UT,0,0,Snowmobiler,,1,,2/17/07
2007,2007,2,17,"Tower Mountain, southeast of Heber City",,,BC,UT,0,0,Snowmobiler,,1,,2/17/07
2007,2007,2,17,Big Belt Mountains,,,BC,MT,0,0,Snowmobiler,Snowmobile,2,,2/17/07
2007,2007,2,17,Palisades Peak Area,,,BC,ID,0,0,Snowmobiler,,1,,2/17/07
2007,2007,2,4,North Peak,,,BC,CO,37.48493484,-106.541466,Snowmobiler,,1,,2/4/07
2007,2007,1,5,Jackson Hole,,,BC,WY,0,0,Sidecountry Rider,Ski,1,,1/5/07
2007,2007,1,1,"Mt Jefferson, Centenial Range",,,BC,MT,0,0,Snowmobiler,,1,,1/1/07
2007,2006,12,28,"Lionhead, W of West Yellowstone",,,BC,MT,0,0,Snowmobiler,,1,,12/28/06
2007,2006,12,21,Snowmass,,,SA,CO,39.17417794,-106.944435,Inbounds Rider,Ski,1,,12/21/06
2007,2006,12,16,"Stewart Peak, Salt River Range",,,BC,WY,0,0,Snowmobiler,,1,,12/16/06
2007,2006,12,16,"Scotch Bonnet Peak, Cooke City",,,BC,MT,0,0,Snowmobiler,,1,,12/16/06
2006,2006,4,29,Backcountry near Lookout Pass,,,BC,ID,0,0,Backcountry Tourer,Ski,1,,4/29/06
2006,2006,4,18,"Mount Herman, west of Mt. Baker Ski Area",,,BC,WA,0,0,Sidecountry Rider,Ski,1,,4/18/06
2006,2006,4,8,Patriot Bowl-west of Trinity Mtn. Lookout,,,BC,ID,0,0,Snowmobiler,Snowmobile,1,,4/8/06
2006,2006,4,3,"Pioneer Ridge, an out-of-bounds area near Brighton Ski Resort",,,BC,UT,0,0,Sidecountry Rider,Ski,1,,4/3/06
2006,2006,4,2,Mountians outside of Spencer,,,BC,ID,0,0,Snowmobiler,,1,,4/2/06
2006,2006,3,19,Tiffany Mountain near Conconully,,,BC,WA,0,0,Snowmobiler,,1,,3/19/06
2006,2006,3,11,"Ogden Mtn., Taylor Canyon",,,BC,UT,0,0,Sidecountry Rider,Ski,1,,3/11/06
2006,2006,3,1,mountains near Antelope Creek,,,BC,ID,0,0,Snowmobiler,,1,,3/1/06
2006,2006,2,28,"Marmot Mountain, Hatcher Pass Area",,,BC,AK,0,0,Snowmobiler,,1,,2/28/06
2006,2006,2,14,"Rainy Pass; Dalzell Creek, in the Alaska Range",,,BC,AK,0,0,Snowmobiler,,1,,2/14/06
2006,2006,2,8,"FLATTOP MTN, CHUGACH STATE PARK, CHUGACH MTNS",,,BC,AK,0,0,Hiker,Snowshoe,1,,2/8/06
2006,2006,2,1,"Blacksmith Creek drainage,Twin Lakes area; Sawtooth Range",,,BC,CA,0,0,Backcountry Tourer,Ski,1,,2/1/06
2006,2006,1,14,Red Meadow Lake west of Polebridge,,,BC,MT,0,0,Snowmobiler,,2,,1/14/06
2006,2006,1,6,MILLER MOUNTAIN-SHEEP CREEK,,,BC,MT,0,0,Snowmobiler,,1,,1/6/06
2006,2006,1,5,"Coal Creek, West side of Teton Pass",,,BC,WY,0,0,Backcountry Tourer,Ski,1,,1/5/06
2006,2006,1,5,south end of Mt. Abundance,,,BC,MT,0,0,Snowmobiler,,1,,1/5/06
