AvyYear,YYYY,MM,DD,Location,Trigger,D Size,Setting,State,lat,lon,PrimaryActivity,TravelMode,Killed,Description,Date
1995,1995,6,14,TIOGA PASS,,,BC,CA,0,0,Highway Personnel,,1,,6/14/95
1995,1995,6,0,GLACIER NP,,,BC,MT,0,0,Climber,,1,,5/31/95
1995,1995,4,24,TETON PASS,,,BC,WY,0,0,Backcountry Tourer,Snowboard,1,,4/24/95
1995,1995,4,24,PIKES PEAK,,,BC,CO,0,0,Backcountry Tourer,Ski,1,,4/24/95
1995,1995,4,24,MT ORVILLE GLAC BAY,,,BC,AK,0,0,Climber,,3,,4/24/95
1995,1995,4,24,ANACONDA,,,BC,MT,0,0,Snowmobiler,,2,,4/24/95
1995,1995,4,9,ENGINEER MTN,,,BC,CO,0,0,Climber,,1,,4/9/95
1995,1995,2,25,DOUGLAS ISLAND,,,BC,AK,0,0,Backcountry Tourer,Ski,1,,2/25/95
1995,1995,2,25,"RUBY CK, URAD MINE",,,BC,CO,0,0,Snowmobiler,,1,,2/25/95
1995,1995,2,22,KENAI MTNS,,,BC,AK,0,0,Snowmobiler,,1,,2/22/95
1995,1995,2,14,CONUNDRUM CREEK,,,RS,CO,0,0,Resident,Foot,1,,2/14/95
1995,1995,2,12,BIG COTTONWOOD CYN,,,BC,UT,0,0,Backcountry Tourer,Ski,1,,2/12/95
1995,1995,2,12,DRY GULCH,,,BC,CO,0,0,Backcountry Tourer,Ski,1,,2/12/95
1995,1995,1,30,"Agassiz Peak, east of ARIZONA SNOWBOWL",,,BC,AZ,0,0,Sidecountry Rider,Snowboard,1,,1/30/95
1995,1995,1,24,MT BALDY,,,SA,CA,0,0,Inbounds Rider,Snowboard,1,,1/24/95
1995,1995,1,22,MIDWAY,,,RS,UT,0,0,Resident,Foot,1,,1/22/95
1995,1995,1,21,KELBER PASS,,,BC,CO,0,0,Snowmobiler,,1,,1/21/95
1995,1995,1,14,FRANCIES CABIN,,,BC,CO,0,0,Backcountry Tourer,Ski,1,,1/14/95
1995,1995,1,7,"CUTLER BASIN, OGDEN",,,BC,UT,0,0,Snowmobiler,,2,,1/7/95
1995,1994,12,17,MISSION RIDGE,,,SA,WA,0,0,Ski Patroller,,1,,12/17/94
1995,1994,11,6,SNOWBIRD,,,BC,UT,0,0,Backcountry Tourer,Ski,1,,11/6/94
1995,1994,11,2,HATCHER PASS,,,BC,AK,0,0,Backcountry Tourer,Ski,1,,11/2/94
1995,1994,10,16,MT BELFORD,,,BC,CO,0,0,Climber,,2,,10/16/94
1994,1994,7,23,MT HOOD,,,BC,OR,0,0,Climber,,2,,7/23/94
1994,1994,4,9,COAL BANK PASS,,,BC,CO,0,0,Backcountry Tourer,Ski,1,,4/9/94
1994,1994,3,28,"POWERLINE PASS, CHUG",,,BC,AK,0,0,Snowmobiler,,1,,3/28/94
1994,1994,3,27,"BOULDER CRK, KENAI",,,BC,AK,0,0,Snowmobiler,,1,,3/27/94
1994,1994,2,25,GRAYS RIVER RD,,,BC,WY,0,0,Snowmobiler,,1,,2/25/94
1994,1994,2,18,BRIGHTON,,,BC,UT,0,0,Backcountry Tourer,Ski,1,,2/18/94
1994,1994,1,8,COOKE CITY,,,BC,MT,0,0,Snowmobiler,,1,,1/8/94
1994,1993,12,31,PETERS RIDGE,,,BC,MT,0,0,Snowmobiler,,5,,12/31/93
1993,1993,8,15,BARNARD GLACIER,,,BC,AK,0,0,Hunter,,1,,8/15/93
1993,1993,6,17,BLACKSTONE BAY,,,BC,AK,0,0,Misc Recreation,,1,,6/17/93
1993,1993,4,9,BUFFALO MT,,,BC,CO,0,0,Backcountry Tourer,Ski,2,,4/9/93
1993,1993,4,8,WOLVERINE CIRQ,,,BC,UT,0,0,Backcountry Tourer,Ski,1,,4/8/93
1993,1993,4,8,CRESTED BUTTE,,,SA,CO,0,0,Ski Patroller,,1,,4/8/93
1993,1993,4,3,ODYSSEY MT,,,BC,AK,0,0,Backcountry Tourer,Ski,1,,4/3/93
1993,1993,4,3,GAKONA GLACIER,,,BC,AK,0,0,Snowmobiler,,1,,4/3/93
1993,1993,3,18,ST HWY 280,,,RD,NY,0,0,Motorist,,1,,3/18/93
1993,1993,2,25,PINE CRST,,,BC,UT,0,0,Backcountry Tourer,Ski,1,,2/25/93
1993,1993,2,22,"TODD LAKE, near BEND",,,BC,OR,0,0,Backcountry Tourer,Snowboard,1,,2/22/93
1993,1993,2,22,TWOTOP MOUNTAIN,,,BC,ID,0,0,Snowmobiler,,1,,2/22/93
1993,1993,2,13,ARAPAHOE BASIN,,,SA,CO,0,0,Sidecountry Rider,Ski,1,,2/13/93
1993,1993,1,26,10 MILE CANYON,,,BC,CO,0,0,Climber,,1,,1/26/93
1993,1993,1,22,BRECKENRIDGE,,,BC,CO,0,0,Sidecountry Rider,Ski,1,,1/22/93
1993,1993,1,16,SUNDANCE,,,SA,UT,0,0,Sidecountry Rider,Ski,1,,1/16/93
1993,1993,1,13,SUNLIGHT,,,SA,CO,0,0,Inbounds Rider,Snowboard,1,,1/13/93
1993,1993,1,12,EAST VAIL,,,BC,CO,0,0,Sidecountry Rider,Ski,1,,1/12/93
1993,1993,1,9,CAMERON PASS,,,BC,CO,0,0,Backcountry Tourer,Ski,1,,1/9/93
1993,1993,1,9,MISSOULA,,,BC,MT,0,0,Hiker,,1,,1/9/93
1993,1992,12,30,MAMMOTH LAKES,,,TN,CA,0,0,Snowplayer,Snowboard,1,,12/30/92
1993,1992,12,28,TOGWOTEE PASS,,,BC,WY,0,0,Backcountry Tourer,Ski,1,,12/28/92
1993,1992,12,21,STANLEY,,,BC,ID,0,0,Others at Work,,1,,12/21/92
1993,1992,12,3,EAST VAIL CHUTES,,,BC,CO,0,0,Sidecountry Rider,Ski,1,,12/3/92
1993,1992,11,22,HEALY,,,TN,AK,0,0,Snowplayer,,1,,11/22/92
1993,1992,11,8,CHUGACH MTNS,,,BC,AK,0,0,Backcountry Tourer,Ski,2,,11/8/92
1993,1992,11,1,Rocky Mountain Nat Park / FLATTOP,,,BC,CO,0,0,Climber,,2,,11/1/92
1992,1992,6,18,MT FORAKER,,,BC,AK,0,0,Climber,,2,,6/18/92
1992,1992,6,13,LOOKOUT PK,,,BC,CO,0,0,Climber,,1,,6/13/92
1992,1992,6,13,S MAROON PK,,,BC,CO,0,0,Climber,,2,,6/13/92
1992,1992,4,1,BERTHOUD PASS,,,BC,CO,0,0,Backcountry Tourer,Ski,1,,4/1/92
1992,1992,4,1,SNOWBIRD,,,BC,UT,0,0,Sidecountry Rider,Ski,1,,4/1/92
1992,1992,3,29,MONTEZUMA,,,BC,CO,0,0,Mechanized Guiding Client,,1,,3/29/92
1992,1992,3,5,RED MOUNTAIN PASS,,,RD,CO,0,0,Highway Personnel,,1,,3/5/92
1992,1992,3,1,LOST LAKE,,,BC,CO,0,0,Hiker,Snowshoe,1,,3/1/92
1992,1992,2,29,MT RAINER,,,BC,WA,0,0,Climber,,2,,2/29/92
1992,1992,2,29,JED SMITH WILDX,,,BC,WY,0,0,Snowmobiler,,1,,2/29/92
1992,1992,2,25,SNEFFELS RANGE,,,BC,CO,0,0,Backcountry Tourer,Ski,1,,2/25/92
1992,1992,2,23,YELLOWSTONE,,,BC,WY,0,0,Others at Work,,1,,2/23/92
1992,1992,2,18,BEAVER CREEK,,,SA,CO,0,0,Sidecountry Rider,Ski,1,,2/18/92
1992,1992,2,13,MT ROSE,,,BC,NV,0,0,Backcountry Tourer,Ski,1,,2/13/92
1992,1992,2,12,LA SAL MTNS,,,BC,UT,0,0,Backcountry Tourer,Ski,4,,2/12/92
1992,1992,2,11,MT BALDY,,,SA,CA,0,0,Sidecountry Rider,Ski,2,,2/11/92
1992,1992,2,4,COOKE CITY,,,BC,MT,0,0,Snowmobiler,,1,,2/4/92
1991,1991,4,20,LONGS PEAK RMNP,,,BC,CO,0,0,Climber,,1,,4/20/91
1991,1991,3,17,LOVELAND PASS / GRIZZLY PK,,,BC,CO,0,0,Snowplayer,,1,,3/17/91
1991,1991,3,6,CASTLE CREEK,,,BC,CO,0,0,Backcountry Tourer,Ski,1,,3/6/91
1991,1991,2,24,MT WASHINGTON TUCKMANS,,,BC,NH,0,0,Climber,,1,,2/24/91
1991,1991,2,17,COTTENWOOD PASS,,,BC,CO,0,0,Snowmobiler,,1,,2/17/91
1991,1991,2,5,ARAPAHOE BASIN OB,,,BC,CO,0,0,Sidecountry Rider,Ski,1,,2/5/91
1991,1990,12,29,POWERLINE PASS,,,BC,AK,0,0,Snowmobiler,,1,,12/29/90
1991,1990,12,2,TENMILE RANGE / FLETCHER MTN,,,BC,CO,0,0,Climber,,1,,12/2/90
1991,1990,11,7,LAPLATA MTNS,,,BC,CO,0,0,Backcountry Tourer,Ski,1,,11/7/90
1990,1990,3,15,ALPINE MEADOWS / MUNCHKIN CHUTES / CHADS CLIFF,,,SA,CA,0,0,Sidecountry Rider,Ski,1,,3/15/90
1990,1990,3,7,RED MOUNTAIN PASS / OH BOY,,,BC,CO,0,0,Backcountry Tourer,Ski,1,,3/7/90
1990,1990,3,3,HOMER,,,RS,AK,0,0,Snowplayer,,1,,3/3/90
1990,1990,2,25,FREMONT PASS,,,BC,CO,0,0,Backcountry Tourer,Snowboard,1,,2/25/90
1990,1990,2,18,CRESTED BUTTE,,,SA,CO,0,0,Sidecountry Rider,Ski,1,,2/18/90
1990,1990,1,18,WEST YELLOWSTONE / LIONSHEAD MTN,,,BC,MT,0,0,Snowmobiler,,1,,1/18/90
1990,1990,1,2,VAIL / OB MUSHROOM BOWL,,,SA,CO,0,0,Sidecountry Rider,Ski,1,,1/2/90
1990,1989,11,26,LOGAN CANYON,,,BC,UT,0,0,Backcountry Tourer,Ski,1,,11/26/89
1989,1989,4,2,LOVELAND PASS,,,BC,CO,0,0,Backcountry Tourer,Ski,1,,4/2/89
1989,1989,3,4,RUBY MTNS,,,BC,NV,0,0,Backcountry Tourer,Ski,1,,3/4/89
1989,1989,2,19,MT HOOD MDWS,,,SA,OR,0,0,Ski Patroller,,1,,2/19/89
1989,1989,2,14,TELLURIDE,,,BC,CO,0,0,Sidecountry Rider,Ski,2,,2/14/89
1989,1989,2,5,CRESTED BUTTE,,,TN,CO,0,0,Resident,Foot,1,,2/5/89
1989,1988,12,6,KENI PENINSULA / TINCAN PEAK,,,BC,AK,0,0,Backcountry Tourer,Ski,1,,12/6/88
1988,1988,6,16,MT BLACKBURN,,,BC,AK,0,0,Climber,,2,,6/16/88
1988,1988,3,6,MT RAINIER,,,BC,WA,0,0,Backcountry Tourer,Ski,1,,3/6/88
1988,1988,1,10,ASHCROFT / PEARL PASS,,,BC,CO,0,0,Backcountry Tourer,Ski,3,,1/10/88
1988,1987,12,29,BERTHOUD PASS 2ND CREEK,,,BC,CO,0,0,Backcountry Tourer,Ski,2,,12/29/87
1987,1987,6,17,EXIT GLACIER,,,BC,AK,0,0,Hiker,,1,,6/17/87
1987,1987,6,13,MT BORAH,,,BC,ID,0,0,Climber,,1,,6/13/87
1987,1987,5,22,MT HUNTER,,,BC,AK,0,0,Climber,,1,,5/22/87
1987,1987,5,6,DENALI / MT FORAKER,,,BC,AK,0,0,Climber,,4,,5/6/87
1987,1987,3,15,SHRINE PASS,,,BC,CO,0,0,Snowmobiler,,2,,3/15/87
1987,1987,3,3,WOLF CREEK PASS / TREASURE MTN,,,BC,CO,0,0,Mechanized Guiding Client,,1,,3/3/87
1987,1987,2,18,BRECKENRIDGE,,,BC,CO,0,0,Sidecountry Rider,Ski,4,,2/18/87
1987,1987,2,15,BRIGHTON,,,BC,UT,0,0,Backcountry Tourer,Ski,1,,2/15/87
1987,1987,2,14,TELLURIDE,,,BC,CO,0,0,Sidecountry Rider,Ski,1,,2/14/87
1987,1987,2,2,TELLURIDE,,,BC,CO,0,0,Sidecountry Rider,Ski,2,,2/2/87
1987,1987,1,31,MT ELLIS,,,BC,MT,0,0,Backcountry Tourer,Ski,1,,1/31/87
1987,1987,1,8,TELLURIDE,,,BC,CO,0,0,Sidecountry Rider,Ski,1,,1/8/87
1987,1986,11,20,ALTA,,,SA,UT,0,0,Hiker,,1,,11/20/86
1986,1986,8,3,MT BAKER,,,BC,WA,0,0,Climber,,2,,8/3/86
1986,1986,2,26,VAIL (ob),,,SA,CO,0,0,Sidecountry Rider,Ski,1,,2/26/86
1986,1986,2,19,ALTA,,,SA,UT,0,0,Inbounds Rider,Ski,1,,2/19/86
1986,1986,2,17,BRIGHTON,,,BC,UT,0,0,Backcountry Tourer,Snowboard,1,"2 backcountry snowboarders caught, 1 partially buried and injured, 1 buried and killed",2/17/86
1986,1986,2,17,JACKSON HOLE,,,SA,WY,0,0,Ski Patroller,,1,,2/17/86
1986,1986,2,15,TWIN LAKES,,,TN,CA,0,0,Resident,Foot,1,,2/15/86
1986,1986,2,7,MT ELLIS,,,BC,MT,0,0,Backcountry Tourer,Ski,2,,2/7/86
1986,1986,1,6,PROVO CANYON,,,BC,UT,0,0,Backcountry Tourer,Ski,1,,1/6/86
1986,1985,12,2,JACKSON HOLE,,,SA,WY,0,0,Ski Patroller,,1,,12/2/85
1986,1985,11,29,SUGAR BOWL,,,SA,CA,0,0,Inbounds Rider,Ski,1,,11/29/85
1986,1985,11,21,FRENCH GULCH,,,BC,CO,0,0,Backcountry Tourer,Ski,2,,11/21/85
1986,1985,11,17,LA PLATA MTNS,,,BC,CO,0,0,Miner,,1,,11/17/85
1986,1985,11,13,CATHERINES PASS,,,BC,UT,0,0,Backcountry Tourer,Ski,2,,11/13/85
1985,1985,5,12,WHITEHORSE MTN,,,BC,WA,0,0,Climber,,1,,5/12/85
1985,1985,3,24,BERTHOUD PASS,,,BC,CO,0,0,Backcountry Tourer,Ski,1,,3/24/85
1985,1985,3,19,PARK CITY,,,SA,UT,0,0,Sidecountry Rider,Ski,1,,3/19/85
1985,1985,3,10,EAGLE RIVER,,,BC,AK,0,0,Backcountry Tourer,Ski,1,,3/10/85
1985,1985,3,2,HATCHER PASS,,,BC,AK,0,0,Snowmobiler,,1,,3/2/85
1985,1985,2,22,POWDER MTN,,,SA,UT,0,0,Sidecountry Rider,Ski,1,,2/22/85
1985,1985,2,12,ROBERTS,,,TN,MT,0,0,Snowplayer,,1,,2/12/85
1985,1985,2,9,LOLO PASS,,,BC,ID,0,0,Backcountry Tourer,Ski,1,,2/9/85
1985,1985,2,9,MT SI,,,BC,WA,0,0,Climber,,1,,2/9/85
1985,1985,2,9,SNOWY RANGE,,,BC,WY,0,0,Snowmobiler,,1,,2/9/85
1985,1985,2,3,GRAND TETON,,,BC,WY,0,0,Climber,,1,,2/3/85
1985,1984,12,31,ASHCROFT,,,BC,CO,0,0,Backcountry Tourer,Ski,1,,12/31/84
1985,1984,12,13,ASPEN,,,BC,CO,0,0,Backcountry Tourer,Ski,1,,12/13/84
1985,1984,10,17,KELSO MTN,,,BC,CO,0,0,Backcountry Tourer,Ski,1,,10/17/84
1984,1984,6,18,ELK MTNS,,,BC,CO,0,0,Backcountry Tourer,Ski,1,,6/18/84
1984,1984,5,27,SOURCE LAKE,,,BC,WA,0,0,Climber,,1,,5/27/84
1984,1984,4,14,MARBLE / CHAIR MTN,,,BC,CO,0,0,Climber,,1,,4/14/84
1984,1984,4,2,"EAGLE PK, CHUG",,,BC,AK,0,0,Climber,,1,,4/2/84
1984,1984,3,31,ASPEN HIGHLANDS,,,BC,CO,0,0,Ski Patroller,Ski,3,,3/31/84
1984,1984,3,19,DALLAS DIVIDE,,,BC,CO,0,0,Backcountry Tourer,Ski,1,,3/19/84
1984,1984,3,17,VAIL PASS,,,BC,CO,0,0,Backcountry Tourer,Ski,1,,3/17/84
1984,1984,2,16,SNOW KING,,,SA,WY,0,0,Sidecountry Rider,Ski,1,,2/16/84
1984,1984,2,8,MT KATAHDIN,,,BC,ME,0,0,Climber,,2,,2/8/84
1984,1984,1,26,Town of Steamboat,,,TN,CO,0,0,Resident,Foot,1,,1/26/84
1984,1984,1,2,ALTA,,,BC,UT,0,0,Backcountry Tourer,Ski,1,,1/2/84
1984,1983,12,18,COPPER MOUNTAIN,,,SA,CO,0,0,Ski Patroller,,1,,12/18/83
1983,1983,6,26,MT SHUKSAN,,,BC,WA,0,0,Climber,,2,,6/26/83
1983,1983,4,16,GRANITE MT,,,BC,WA,0,0,Hiker,,1,,4/16/83
1983,1983,4,2,MT SHASTA,,,BC,CA,0,0,Climber,,1,,4/2/83
1983,1983,3,12,GRAND LAKE,,,BC,CO,0,0,Snowmobiler,,1,,3/12/83
1983,1983,3,9,CRESTED BUTTE,,,SA,CO,0,0,Sidecountry Rider,Ski,1,,3/9/83
1983,1983,3,6,DEER CREEK,,,BC,CO,0,0,Backcountry Tourer,Ski,1,,3/6/83
1983,1983,2,19,BOZEMAN CREEK,,,BC,MT,0,0,Backcountry Tourer,Ski,1,,2/19/83
1983,1983,1,30,WOLF CREEK PASS,,,SA,CO,0,0,Backcountry Tourer,Ski,1,,1/30/83
1983,1983,1,1,STANLEY,,,BC,ID,0,0,Snowmobiler,,1,,1/1/83
1983,1982,12,25,MONTEZUMA,,,BC,CO,0,0,Backcountry Tourer,Ski,1,,12/25/82
1983,1982,12,24,BIG SKY,,,SA,MT,0,0,Ski Patroller,,1,,12/24/82
1983,1982,12,19,PHILIPSBURG,,,BC,MT,0,0,Snowmobiler,,1,,12/19/82
1983,1982,11,14,MONTPELIER,,,BC,ID,0,0,Hunter,,1,,11/14/82
1982,1982,6,20,MT HOOD,,,BC,OR,0,0,Climber,,1,,6/20/82
1982,1982,4,3,DENALI / MT MCKINLEY,,,BC,AK,0,0,Backcountry Tourer,Ski,1,,4/3/82
1982,1982,3,31,ALPINE MDWS,,,SA,CA,0,0,Others at Work,Foot,4,,3/31/82
1982,1982,3,31,ALPINE MDWS,,,SA,CA,0,0,Ski Patroller,Ski,3,,3/31/82
1982,1982,3,22,PARK WEST,,,SA,UT,0,0,Sidecountry Rider,Ski,1,,3/22/82
1982,1982,3,13,ARAPAHOE BASIN,,,SA,CO,0,0,Sidecountry Rider,Ski,1,,3/13/82
1982,1982,2,14,ANEROID LAKE,,,BC,OR,0,0,Backcountry Tourer,Ski,1,,2/14/82
1982,1982,1,25,MT WASHINGTON,,,BC,NH,0,0,Rescuer,,1,,1/25/82
1982,1982,1,23,CUMBRES PASS,,,BC,CO,0,0,Backcountry Tourer,Ski,1,,1/23/82
1982,1982,1,6,ARAPAHOE BASIN,,,SA,CO,0,0,Sidecountry Rider,Ski,1,,1/6/82
1982,1982,1,5,D. L. BLISS,,,BC,CA,0,0,Misc Recreation,,1,,1/5/82
1982,1981,12,20,LEADVILLE,,,BC,CO,0,0,Hiker,,1,,12/20/81
1982,1981,11,21,CHUGACH,,,BC,AK,0,0,Climber,,1,,11/21/81
1981,1981,6,21,MT RAINIER,,,BC,WA,0,0,Climber,Foot,11,,6/21/81
1981,1981,4,12,SOURCE LAKE,,,BC,WA,0,0,Backcountry Tourer,Ski,1,,4/12/81
1981,1981,4,12,RED LODGE,,,BC,MT,0,0,Snowmobiler,,1,,4/12/81
1981,1981,3,31,SNOWMASS,,,SA,CO,0,0,Ski Patroller,,1,,3/31/81
1981,1981,3,3,WOLF CREEK PASS,,,BC,CO,0,0,Backcountry Tourer,Ski,1,,3/3/81
1981,1981,3,1,MILLCREEK CN,,,BC,UT,0,0,Backcountry Tourer,Ski,1,,3/1/81
1981,1981,3,1,MT BALDY,,,SA,CA,0,0,Sidecountry Rider,Ski,1,,3/1/81
1981,1981,2,15,SCHWEITZER,,,SA,ID,0,0,Inbounds Rider,Ski,1,,2/15/81
1981,1981,2,15,LAMOILLE,,,BC,NV,0,0,Snowmobiler,,1,,2/15/81
1981,1981,2,1,BIG COTTONWOOD,,,BC,UT,0,0,Backcountry Tourer,Ski,1,,2/1/81
1981,1980,11,27,ST MARYS GLACIER,,,BC,CO,0,0,Backcountry Tourer,Ski,2,,11/27/80
1981,1980,11,15,TAOS,,,SA,NM,0,0,Backcountry Tourer,Ski,1,,11/15/80
1980,1980,3,15,CRYSTAL MTN,,,SA,WA,0,0,Sidecountry Rider,Ski,1,,3/15/80
1980,1980,1,18,BIG MOUNTAIN,,,SA,MT,0,0,Sidecountry Rider,Ski,1,,1/18/80
1980,1980,1,11,B COTTONWOOD,,,BC,UT,0,0,Backcountry Tourer,Ski,1,,1/11/80
1980,1979,12,24,TAOS,,,BC,NM,0,0,Backcountry Tourer,Ski,1,,12/24/79
1980,1979,11,22,TELLURIDE,,,BC,CO,0,0,Backcountry Tourer,Ski,1,,11/22/79
1980,1979,11,4,MAMMOTH MT,,,SA,CA,0,0,Backcountry Tourer,Ski,1,,11/4/79
1979,1979,5,9,MT HUNTER,,,BC,AK,0,0,Climber,,1,,5/9/79
1979,1979,4,26,GRAND TETON,,,BC,WY,0,0,Climber,,2,,4/26/79
1979,1979,4,2,DESOLATION LK,,,BC,UT,0,0,Backcountry Tourer,Ski,1,,4/2/79
1979,1979,3,4,MT RAINIER,,,BC,WA,0,0,Climber,,2,,3/4/79
1979,1979,2,10,LOVELAND BASIN,,,SA,CO,0,0,Sidecountry Rider,Ski,1,,2/10/79
1979,1979,1,20,STEVENS PASS,,,BC,WA,0,0,Hiker,Snowshoe,1,,1/20/79
1979,1979,1,19,HELPER,,,MN,UT,0,0,Miner,,1,,1/19/79
1979,1979,1,6,GUANELLA PASS,,,BC,CO,0,0,Backcountry Tourer,Ski,1,,1/6/79
1978,1978,8,27,MT BAKER,,,BC,WA,0,0,Climber,,1,,8/27/78
1978,1978,5,31,MT RAINIER,,,BC,WA,0,0,Climber,,1,,5/31/78
1978,1978,5,30,MT FORAKER,,,BC,AK,0,0,Climber,,2,,5/30/78
1978,1978,4,16,MT SOPRIS,,,BC,CO,0,0,Snowmobiler,,1,,4/16/78
1978,1978,2,10,RED MOUNTAIN PASS,,,RD,CO,0,0,Highway Personnel,,1,,2/10/78
1978,1978,2,10,TWIN LAKES,,,RD,CA,0,0,Hiker,Snowshoe,1,,2/10/78
1978,1978,2,10,TWIN LAKES,,,RD,CA,0,0,Motorist,,2,,2/10/78
1978,1978,2,9,LOST CANYON,,,RD,CA,0,0,Highway Personnel,,1,,2/9/78
1978,1978,1,21,TURNAGAIN PASS,,,BC,AK,0,0,Backcountry Tourer,Ski,4,,1/21/78
1978,1978,1,6,SHEEP MT,,,BC,CO,0,0,Backcountry Tourer,Ski,2,,1/6/78
1978,1977,12,31,MT RAINIER,,,BC,WA,0,0,Climber,,1,,12/31/77
1978,1977,11,2,EL DIENTE PK,,,BC,CO,0,0,Climber,,1,,11/2/77
1977,1977,5,22,S ARAPAHOE PK,,,BC,CO,0,0,Climber,,1,,5/22/77
1977,1977,3,26,SHEEP CREEK,,,BC,WY,0,0,Backcountry Tourer,Ski,1,,3/26/77
1977,1977,3,3,SNOWBIRD,,,SA,UT,0,0,Inbounds Rider,Ski,1,,3/3/77
1977,1977,2,6,VALDEZ,,,RD,AK,0,0,Others at Work,,1,,2/6/77
1977,1977,1,20,MT BALDY,,,BC,CA,0,0,Snowplayer,,1,,1/20/77
1977,1976,12,12,SHEEP MT,,,BC,AK,0,0,Hiker,Snowshoe,1,,12/12/76
1976,1976,8,6,MT FORAKER,,,BC,AK,0,0,Climber,,3,,8/6/76
1976,1976,7,4,ROCKY MOUNTAIN NAT PARK,,,BC,CO,0,0,Climber,,1,,7/4/76
1976,1976,5,15,BIG FOUR MT,,,BC,WA,0,0,Climber,,1,,5/15/76
1976,1976,3,29,MT NAST,,,BC,CO,0,0,Others at Work,,1,,3/29/76
1976,1976,3,27,SILVER PEAK,,,BC,WA,0,0,Hiker,Snowshoe,1,,3/27/76
1976,1976,3,20,GRAND TARGHEE,,,BC,WY,0,0,Backcountry Tourer,Ski,1,,3/20/76
1976,1976,3,2,ALPINE MEADOWS,,,SA,CA,0,0,Inbounds Rider,Ski,3,,3/2/76
1976,1976,2,21,BRIDGEPORT,,,BC,CA,0,0,Climber,,1,,2/21/76
1976,1976,2,19,MT MARATHON,,,BC,AK,0,0,Climber,,1,,2/19/76
1976,1976,1,17,BERTHOUD PASS,,,BC,CO,0,0,Backcountry Tourer,Ski,1,,1/17/76
1976,1976,1,12,JACKSON PEAK,,,BC,WY,0,0,Backcountry Tourer,Ski,2,,1/12/76
1976,1976,1,10,POCATELLO,,,BC,ID,0,0,Climber,,2,,1/10/76
1976,1976,1,6,ALTA,,,SA,UT,0,0,Sidecountry Rider,Ski,1,,1/6/76
1976,1975,11,30,MT RAINIER,,,BC,WA,0,0,Hiker,Snowshoe,1,,11/30/75
1976,1975,11,15,JUNEAU,,,BC,AK,0,0,Backcountry Tourer,Ski,1,,11/15/75
1975,1975,5,10,PORTAGE,,,BC,AK,0,0,Hunter,,1,,5/10/75
1975,1975,4,26,MT ST HELENS,,,BC,WA,0,0,Climber,,5,,4/26/75
1975,1975,4,26,MT HOOD,,,BC,OR,0,0,Climber,,1,,4/26/75
1975,1975,3,23,HECLA,,,BC,MT,0,0,Snowmobiler,,1,,3/23/75
1975,1975,3,21,MCGINNIS GL,,,BC,AK,0,0,Climber,,1,,3/21/75
1975,1975,2,8,CENTENNIAL,,,BC,WY,0,0,Snowplayer,,1,,2/8/75
1975,1975,2,5,SUN VALLEY,,,SA,ID,0,0,Sidecountry Rider,Ski,1,,2/5/75
1975,1975,1,19,OWEN CREEK,,,BC,WY,0,0,Backcountry Tourer,Ski,1,,1/19/75
1975,1975,1,16,CHUGACH,,,BC,AK,0,0,Climber,,1,,1/16/75
1975,1975,1,15,CASTLE CREEK,,,BC,CO,0,0,Backcountry Tourer,Ski,1,,1/15/75
1975,1975,1,14,GARFIELD,,,BC,CO,0,0,Backcountry Tourer,Ski,2,,1/14/75
1975,1975,1,9,CRESTED BUTTE,,,SA,CO,0,0,Inbounds Rider,Ski,1,,1/9/75
1975,1974,12,28,ASPEN MTN,,,SA,CO,0,0,Sidecountry Rider,Ski,1,,12/28/74
1975,1974,12,21,GUANELLA PASS,,,BC,CO,0,0,Backcountry Tourer,Ski,1,,12/21/74
1975,1974,12,15,MONARCH PASS,,,BC,CO,0,0,Backcountry Tourer,Ski,1,,12/15/74
1975,1974,11,23,ARAPAHOE BASIN,,,SA,CO,0,0,Ski Patroller,,1,,11/23/74
1975,1974,11,18,MT RAINIER,,,BC,WA,0,0,Climber,,1,,11/18/74
1974,1974,3,2,HEAVENLY VAL,,,SA,CA,0,0,Inbounds Rider,Ski,1,,3/2/74
1974,1974,2,7,JUNEAU,,,RD,AK,0,0,Highway Personnel,,1,,2/7/74
1974,1974,1,27,SOURCE LAKE,,,BC,WA,0,0,Hiker,Snowshoe,2,,1/27/74
1974,1974,1,16,GRAND TETON,,,BC,WY,0,0,Backcountry Tourer,Ski,3,,1/16/74
1974,1974,1,1,TANAINA PEAK,,,BC,AK,0,0,Climber,,1,,1/1/74
1974,1973,12,30,FLATTOP MT,,,BC,AK,0,0,Climber,,1,,12/30/73
1974,1973,12,29,PARKCITYWEST,,,SA,UT,0,0,Inbounds Rider,Ski,1,,12/29/73
1974,1973,11,19,MT SHASTA,,,BC,CA,0,0,Climber,,1,,11/19/73
1974,1973,10,13,ROCKY MOUNTAIN NAT PARK,,,BC,CO,0,0,Climber,,2,,10/13/73
1973,1973,3,24,TAOS SKIVALLEY,,,SA,NM,0,0,Sidecountry Rider,Ski,1,,3/24/73
1973,1973,1,22,SUN VALLEY,,,SA,ID,0,0,Mechanized Guiding Client,,1,,1/22/73
1973,1972,12,13,STEAMBOAT,,,SA,CO,0,0,Inbounds Rider,Ski,1,,12/13/72
1973,1972,12,8,ASPEN MTN,,,SA,CO,0,0,Sidecountry Rider,Ski,1,,12/8/72
1972,1972,9,26,YOSEMITE,,,BC,CA,0,0,Hiker,,1,,9/26/72
